"title_name","address1","address2","city","region","country","postalCode","competition_corner","price","priceCurrency","organizer","type_description","contact_details","startDate","startMonth","startYear","endDate","endMonth","endYear","page_url"
"Fayetteville's Halloween Box Mash-up","CrossFit Intrinsic, Brutal Fun, and Tarheel CrossFit","","","AL","United States","","Competition Corner","0.0","USD","","Onsite Competition for Teams","","29","10","2022","29","10","2022","https://competitioncorner.net/events/8167/details"
"KJ Classic 2022","KJ CrossFit ","1566 Vista View Drive Unit B","Longmont ","CO","United States","80504","Competition Corner","0.0","USD","KJ Classic 2021","Onsite Competition for Teams","","29","10","2022","29","10","2022","https://competitioncorner.net/events/7830/details"
"Adrenaline Team Challenge vol.9","Stomil Training","Ludwika Waryńskiego 32/36","Grudziądz","Grudziądz","Poland","86-300","Competition Corner","450.0","PLN","Adrenaline Team Challenge ","Onsite Competition for Teams","","29","10","2022","29","10","2022","https://competitioncorner.net/events/7919/details"
"Monster Mash","Crossfit Chirnside Park","9 Ranger Close","Chirnside Park","VIC","Australia","3116","Competition Corner","0.0","AUD","Monster Mash","Onsite Competition for Teams","","29","10","2022","29","10","2022","https://competitioncorner.net/events/8059/details"
"CrossFit 816 Halloween Throwdown- 2P Teams ","CrossFit 816","6624 Royal St","Pleasant Valley","MO","United States","64157","Competition Corner","0.0","USD","","Onsite Competition for Teams","","29","10","2022","29","10","2022","https://competitioncorner.net/events/8111/details"
"The North Coast Classic","CrossFit Woolgoolga","24 Bosworth Road","Woolgoolga","NSW","Australia","2456","Competition Corner","0.0","AUD","The North Coast Classic","Onsite Competition for Teams","","29","10","2022","30","10","2022","https://competitioncorner.net/events/7104/details"
"Fallout 3 ","Industry Hills Expo Center - Grand Arena","16200 Temple Ave","Industry","CA","United States","91744","Competition Corner","0.0","USD","Battleground Events","Onsite Competition for Teams","","29","10","2022","29","10","2022","https://competitioncorner.net/events/6843/details"
"Old Dirty Masters 3","Industry Hills Expo Center  ","16200 Temple Ave.","City of Industry","CA","United States","91744","Competition Corner","0.0","USD","Old Dirty Masters","Onsite Competition for Teams","","29","10","2022","29","10","2022","https://competitioncorner.net/events/6846/details"
"The Vanguard 2022","RP Funding Center","701 W Lime St, Lakeland, FL 33815","Lakeland","FL","United States","33815","Competition Corner","0.0","USD","The ACC and The Vanguard","Onsite Competition for Teams","","29","10","2022","30","10","2022","https://competitioncorner.net/events/7612/details"
"Horsham CrossFit Mixed Pairs (M/F)","Horsham CrossFit ","Unit 1 Tickfold Farm Marches Road","Horsham ","West Sussex","United Kingdom","RH123SE","Competition Corner","0.0","GBP","Horsham CrossFit ","Onsite Competition for Teams","","29","10","2022","29","10","2022","https://competitioncorner.net/events/8203/details"
"Hallow Hopper 2022","FitFarm Midtown","4383 Nicholas St.","Omaha","NE","United States","68131","Competition Corner","0.0","USD","FitFarm Events","Onsite Competition for Teams","","29","10","2022","29","10","2022","https://competitioncorner.net/events/8242/details"
"Chi-Town Throwdown 2022","Big Shoulders CrossFit","747 N Church Rd Unit G5","Elmhurst","IL","United States","60126","Competition Corner","95.0","USD","Owner/Event Organizer","Onsite Competition for Individuals and teams","","29","10","2022","30","10","2022","https://competitioncorner.net/events/3146/details"
"StrongHER","","","","","","","Competition Corner","0.0","USD","Girls Gone Rx","Virtual Competition for Teams","","29","10","2022","29","10","2022","https://competitioncorner.net/events/7741/details"
"Fran X - Treehouse of Horrors","CrossFit Oakdale","1872 Ackley Circle ","Oakdale","CA","United States","95361","Competition Corner","0.0","USD","FRAN X - Treehouse of Horrors","Onsite Competition for Teams","","29","10","2022","29","10","2022","https://competitioncorner.net/events/8106/details"
"Furious 12","CrossFit Fury","540 N. Bullard Ave. Suite 15","Goodyear","AZ","United States","85338","Competition Corner","150.0","USD","","Onsite Competition for Teams","","29","10","2022","30","10","2022","https://competitioncorner.net/events/8255/details"
"The Western Games - Fittest Trio","Greater West HQ","11/99 Kurrajong Avenue","Mount Druitt","NSW","Australia","2770","Competition Corner","300.0","AUD","","Onsite Competition for Teams","","30","10","2022","30","10","2022","https://competitioncorner.net/events/7999/details"
"CrossFit 816 Halloween Throwdown- 4P Teams ","CrossFit 816","6624 Royal St","Pleasant Valley","MO","United States","64157","Competition Corner","0.0","USD","","Onsite Competition for Teams","","30","10","2022","30","10","2022","https://competitioncorner.net/events/8112/details"
"Mercia Monster Mash II","CrossFit Mercia","Unit B2 Sovereign Business Park, Hawkins Lane","Burton on Trent","Staffordshire","United Kingdom","DE141PD","Competition Corner","0.0","GBP","Mercia Throwdown","Onsite Competition for Teams","","30","10","2022","30","10","2022","https://competitioncorner.net/events/8250/details"
"Rainbow Warrior Gaynz","CrossFit Yarmouth","247 Portland Street","North Yarmouth","ME","United States","04096","Competition Corner","","","Rainbow Warrior Gaynz","Onsite Competition for Teams","","30","10","2022","30","10","2022","https://competitioncorner.net/events/7469/details"
"Fit To Compete","","","","","","","Competition Corner","15.0","GBP","","Virtual Competition for Individuals","","31","10","2022","27","11","2022","https://competitioncorner.net/events/8232/details"
"Rumble in the Heights III Online Qualifier","","","","","","","Competition Corner","25.0","USD","CrossFit Downtown Heights","Virtual Competition for Individuals and teams","","01","11","2022","07","11","2022","https://competitioncorner.net/events/8285/details"
"Unforgiven Games 2022","","","","","","","Competition Corner","50.0","USD","CrossFit Unforgiven ","Virtual Competition for Individuals","","03","11","2022","06","11","2022","https://competitioncorner.net/events/8129/details"
"BredaThrowdown","BredaThrowdown","Own Box","Breda","NB","Netherlands","4815HT","Competition Corner","0.0","EUR","Breda Throwdown","Onsite Competition for Teams","","04","11","2022","04","12","2022","https://competitioncorner.net/events/6485/details"
"Holiday Fitness Challenge","","","","","","","Competition Corner","","","Fit 4 Life Farm ","Virtual Competition for Individuals","","04","11","2022","05","11","2022","https://competitioncorner.net/events/8227/details"
"Winter Soldiers","East of England Arena","East of England Showground, Oundle Rd, Orton Southgate, Alwalton","Peterborough","Cambridgeshire","United Kingdom","PE2 6XE","Competition Corner","0.0","GBP","Battle For Middle Ground","Onsite Competition for Teams","","05","11","2022","06","11","2022","https://competitioncorner.net/events/6078/details"
"infinity games europe ","Salle omnisports du champ de la lune","rue d'horrue 53 b","Braine le Comte","hainaut","Belgium","7060","Competition Corner","70.0","EUR","","Onsite Competition for Individuals and teams","","05","11","2022","07","11","2022","https://competitioncorner.net/events/8157/details"
"PerFit Throwdown 2022","PerFit Training Centre","9/903 Doveton St North","Ballarat","VIC","Australia","3350","Competition Corner","169.0","AUD","Diggers Oath 2019","Onsite Competition for Individuals","","05","11","2022","06","11","2022","https://competitioncorner.net/events/7714/details"
"The Lincoln Invitational 2022","Spokane County Fairgrounds","404 N Havana St.","Spokane Valley","WA","United States","99212","Competition Corner","196.2","USD","The Lincoln Invitational","Onsite Competition for Individuals and teams","","05","11","2022","06","11","2022","https://competitioncorner.net/events/4782/details"
"Desert City Slam 2022 Individuals","CrossFit INCITE","8743 E Pecos Rd ","Mesa","AZ","United States","85212","Competition Corner","200.0","USD","Owner","Onsite Competition for Individuals","","05","11","2022","05","11","2022","https://competitioncorner.net/events/7816/details"
"Landifornian Battle Autumn Edition","Seignosse","226 Avenue du Parc Des Sports","Seignosse","Landes","France","40510","Competition Corner","0.0","EUR","","Onsite Competition for Teams","","05","11","2022","06","11","2022","https://competitioncorner.net/events/7933/details"
"Best of The Wurst","FitnessLab CrossFit ","1287 Industrial Dr. ","New Braunfels","TX","United States","78130","Competition Corner","0.0","USD","Best of the WURST!","Onsite Competition for Teams","","05","11","2022","05","11","2022","https://competitioncorner.net/events/7563/details"
"Glory Days 2022","Anywherefit Rancho","11347 Folsom Blvd, Suite D","Rancho Cordova","CA","United States","95742","Competition Corner","75.0","USD","Northern California Classic","Onsite Competition for Individuals","","05","11","2022","05","11","2022","https://competitioncorner.net/events/8082/details"
"The Predator Series Mixed Sex Pairs Scaled Throwdown 2022","CrossFit Cheltenham","Unit 39 Central Way Cheltenham Trade Park","Cheltenham","Glos","United Kingdom","GL518LX","Competition Corner","0.0","GBP","The Predator Series","Onsite Competition for Teams","","05","11","2022","05","11","2022","https://competitioncorner.net/events/8139/details"
"Full Send Competition Series","Mind-Set Strength & Conditioning","59 Comstock Rd","Scarborough","ON","Canada","M1L 2G6","Competition Corner","0.0","CAD","","Onsite Competition for Teams","","05","11","2022","05","11","2022","https://competitioncorner.net/events/8264/details"
"Battle Cancer Miami 2022","Flamingo Park","1200 Meridian Ave","Miami Beach","FL","United States","33139","Competition Corner","75.0","USD","Battle Cancer","Onsite Competition for Individuals and teams","","05","11","2022","05","11","2022","https://competitioncorner.net/events/6432/details"
"YES! YOU CAN.","Triple River CrossFit","14791 Hoffman Road","Three Rivers","MI","United States","49093","Competition Corner","90.0","USD","CrossFit® Competitions","Onsite Competition for Individuals","","05","11","2022","05","11","2022","https://competitioncorner.net/events/7518/details"
"Turkey Throwdown 8th Annual","Fit 4 Life Farm","2704 Old State Route 34","Limestone","TN","United States","37681","Competition Corner","0.0","USD","Fit 4 Life Farm ","Onsite Competition for Teams","","05","11","2022","05","11","2022","https://competitioncorner.net/events/7902/details"
"Old Towne Throwdown 2022","Old Towne Fitness","9045 Highway 178","Olive Branch","MS","United States","38654","Competition Corner","0.0","USD","Old Towne Fitness","Onsite Competition for Teams","","05","11","2022","05","11","2022","https://competitioncorner.net/events/8035/details"
"Crossfit Limestone Fall Brawl","Limestone Athletics","1121 John Counter Blvd Unit 106","Kingston","ON","Canada","K7K 6C7","Competition Corner","0.0","CAD","Fall Brawl","Onsite Competition for Teams","","05","11","2022","05","11","2022","https://competitioncorner.net/events/8152/details"
"StrongHER Seminar by EmpowHER Events","Columbus, OH","","Columbus","OH","United States","","Competition Corner","150.0","USD","EmpowHER Events","Onsite Competition for Individuals","","05","11","2022","05","11","2022","https://competitioncorner.net/events/8122/details"
"2022 Carnage in the Cane Fields II","CrossFit Tempered Ormeau","7/8 Hopper Ave","Ormeau","QLD","Australia","4208","Competition Corner","0.0","AUD","Carnage in the Cane Fields","Onsite Competition for Teams","","06","11","2022","06","11","2022","https://competitioncorner.net/events/8084/details"
"TPC TURMOIL","The Performance Centre","5 Botham Close ","Charmhaven","NSW","Australia","2263","Competition Corner","150.0","AUD","","Onsite Competition for Teams","","06","11","2022","06","11","2022","https://competitioncorner.net/events/8109/details"
"The Predator Series Mixed Sex Pairs Rx Throwdown 2022","CrossFit Chelteham ","Unit 39 Central Way Cheltenham Trade Park","Cheltenham","Gloucestershire","United Kingdom","GL51 8LX","Competition Corner","0.0","GBP","The Predator Series","Onsite Competition for Teams","","06","11","2022","06","11","2022","https://competitioncorner.net/events/8198/details"
"EmpowHER Push Pull Meet - Fall 2022","614 Barbell, Columbus, OH","2118 Stringtown Road","Grove City","OH","United States","","Competition Corner","100.0","USD","EmpowHER Events","Onsite Competition for Individuals","","06","11","2022","06","11","2022","https://competitioncorner.net/events/8121/details"
"Northern Championships - Online Qualifiers","","","","","","","Competition Corner","0.0","GBP","Northern Championships","Virtual Competition for Teams","","07","11","2022","27","11","2022","https://competitioncorner.net/events/8220/details"
"Battle Of The Crown #7 Individual Final","CrossFit des Sacres","27 rue du commerce","Cormontreuil","Marne","France","51350","Competition Corner","","","Battle Of the Crown","Onsite Competition for Individuals","","10","11","2022","14","11","2022","https://competitioncorner.net/events/7545/details"
"The 2022 Zelos Games","","","","","","","Competition Corner","69.0","USD","The Zelos Games","Virtual Competition for Individuals","","11","11","2022","21","11","2022","https://competitioncorner.net/events/8175/details"
"Kids TRIVIUM ","CrossFit Potsdam","Neuendorfer Str. 39E","Potsdam","Brandenburg","Germany","14480","Competition Corner","0.0","EUR","","Onsite Competition for Teams","","11","11","2022","11","11","2022","https://competitioncorner.net/events/8190/details"
"FINAL KANDA SHOWDOWN","","place des bughes","Clermont Ferrand","","France","63000","Competition Corner","75.0","EUR","Kanda Shwowdown","Onsite Competition for Individuals and teams","","12","11","2022","13","11","2022","https://competitioncorner.net/events/5679/details"
"Torture in the Tropics Twins","CrossFit Dungeon","","Cairns","QLD","Australia","4870","Competition Corner","0.0","AUD","Torture in the Tropics","Onsite Competition for Teams","","12","11","2022","13","11","2022","https://competitioncorner.net/events/7958/details"
"The Bay Games 2022","Jervis Bay","White Sands Park","Huskisson","NSW","Australia","2540","Competition Corner","265.0","AUD","The Bay Games","Onsite Competition for Individuals and teams","","12","11","2022","13","11","2022","https://competitioncorner.net/events/3053/details"
"Monster Madness 2022","IronHide CrossFit","3326 Bickford Ave Suite D","Snohomish","WA","United States","98290","Competition Corner","110.0","USD","CrossFit Competition","Onsite Competition for Individuals","","12","11","2022","12","11","2022","https://competitioncorner.net/events/8144/details"
"SLO County Games 2022","Headstrong Fit","1237 Archer St","San Luis Obispo","CA","United States","93401","Competition Corner","150.0","USD","SLO County Games","Onsite Competition for Individuals and teams","","12","11","2022","13","11","2022","https://competitioncorner.net/events/7118/details"
"CrossFit Exodus Throwdown","CrossFit Exodus","301 Center Court Dr. ","Bridgeport","TX","United States","76426","Competition Corner","0.0","USD","CrossFit Exodus Throwdown","Onsite Competition for Teams","","12","11","2022","12","11","2022","https://competitioncorner.net/events/8274/details"
"The Battle at Branded One 2022","Branded One CrossFit","2055 E. Windmill Lane, Suite 125","Las Vegas","NV","United States","89123","Competition Corner","0.0","USD","The Battle at Branded One","Onsite Competition for Teams","","12","11","2022","12","11","2022","https://competitioncorner.net/events/6250/details"
"Graveyard Games","CrossFit Kenosha","7600 75th Street, suite 305","Kenosha","WI","United States","53142","Competition Corner","0.0","USD","Battle of the Ball and Chain 8","Onsite Competition for Teams","","12","11","2022","12","11","2022","https://competitioncorner.net/events/8126/details"
"Warrior Affiliate League - GRUESOME TWOSOME (2-person) Team Competition","CCF ATHLETICS","13781 Roswell Ave ","Chino","CA","United States","91710","Competition Corner","0.0","USD","Warrior Affiliate League","Onsite Competition for Teams","","12","11","2022","12","11","2022","https://competitioncorner.net/events/8252/details"
"BATTLE ON THE AIRFIELD 2022","SKYRAIDER CROSSFIT GYM","4130 MENNES AVE HNGR 1","RIVERSIDE","CA","United States","92509","Competition Corner","0.0","USD","BATTLE ON THE AIRFIELD","Onsite Competition for Teams","","12","11","2022","12","11","2022","https://competitioncorner.net/events/7805/details"
"Highway Games OPEN VIII - 12-13 november 2022","Crossfit Highway","Gottorpsgatan 51","Linköping","","Sweden","582 73","Competition Corner","995.0","SEK","Highway Games","Onsite Competition for Individuals and teams","","12","11","2022","13","11","2022","https://competitioncorner.net/events/7992/details"
"Wicked Classic 2022","CrossFit Brunswick","147 Key Circle Drive","Brunswick","GA","United States","31520","Competition Corner","199.0","USD","","Onsite Competition for Teams","","12","11","2022","12","11","2022","https://competitioncorner.net/events/8009/details"
"Girls Gone Rx Mesa","CrossFit Raidho","4255 East McDowell Rd ","Mesa","AZ","United States","85215","Competition Corner","0.0","USD","Girls Gone Rx","Onsite Competition for Teams","","12","11","2022","12","11","2022","https://competitioncorner.net/events/8030/details"
"Fight for Freedom 22 - to support The Weekly Fight","RIV Athletics","512 Justison Street","Wilmington","DE","United States","19801","Competition Corner","0.0","USD","Fight for Freedom","Onsite Competition for Teams","","12","11","2022","12","11","2022","https://competitioncorner.net/events/8044/details"
"Clearwater Beach Brawl ","Pier 6o ","1 Causeway Blvd Clearwater Beach","Clearwater Beach ","FL","United States","33767","Competition Corner","150.0","USD","Clearwater Beach Brawl","Onsite Competition for Individuals and teams","","12","11","2022","12","11","2022","https://competitioncorner.net/events/8119/details"
"The Fittest 3 2022","Mountain Creek State High School","Lady Musgrave Drive","Mountain Creek","QLD","Australia","4557","Competition Corner","0.0","AUD","The Fittest 3 and 4","Onsite Competition for Teams","","12","11","2022","12","11","2022","https://competitioncorner.net/events/8145/details"
"Alter Egos (Beginner & Novice Team Competition)  ","CrossFit Decimate ","6150 Stadia Court ","Colorado Springs ","CO","United States","80915","Competition Corner","0.0","USD","The Altitude Games ","Onsite Competition for Teams","","12","11","2022","12","11","2022","https://competitioncorner.net/events/8159/details"
"Fire In The Hole 2.0","ShotFire Fitness","1165 Midland Trail ","Hurricane ","WV","United States","25526","Competition Corner","50.0","USD","ShotFire Fitness","Onsite Competition for Individuals","","12","11","2022","12","11","2022","https://competitioncorner.net/events/8174/details"
"Corsicana CrossMeet","CrossFit Corsicana","109 N Main","Corsicana","TX","United States","75110","Competition Corner","0.0","USD","Corsicana CrossMeet","Onsite Competition for Teams","","12","11","2022","12","11","2022","https://competitioncorner.net/events/8201/details"
"Triples Classic ","Crossfit Explode","19 Hagerty Blvd ","West Chester","PA","United States","19382","Competition Corner","240.0","USD","","Onsite Competition for Teams","","12","11","2022","12","11","2022","https://competitioncorner.net/events/8215/details"
"CrossFit® German Throwdown Classic 2022 - Finals","Halle 45","Hauptstrasse 17-19","Mainz","","Germany","55120","Competition Corner","139.99","EUR","German Throwdown","Onsite Competition for Individuals and teams","","12","11","2022","13","11","2022","https://competitioncorner.net/events/8216/details"
"The Crossfit Glen Burnie House Cup","Crossfit Glen Burnie","8266 Lokus Rd, Suite 101","Odenton","MD","United States","21113","Competition Corner","59.0","USD","The Crossfit Glen Burnie House Cup","Onsite Competition for Individuals and teams","","12","11","2022","12","11","2022","https://competitioncorner.net/events/8228/details"
"Battle Cancer Houston 2022","AVEVA Stadium","12131 Kirby Dr","Houston","TX","United States","77045","Competition Corner","75.0","USD","Battle Cancer","Onsite Competition for Individuals and teams","","12","11","2022","12","11","2022","https://competitioncorner.net/events/6286/details"
"Girls Gone Rx New Jersey","East State CrossFit","2101 East State Street , NJ ","Hamilton Township","NJ","United States","08619","Competition Corner","0.0","USD","Girls Gone Rx","Onsite Competition for Teams","","12","11","2022","12","11","2022","https://competitioncorner.net/events/7295/details"
"Girls Gone Rx Newport News","CrossFit Oyster Point","320 Ed Wright lane, ","Newport News","VA","United States","23606","Competition Corner","0.0","USD","Girls Gone Rx","Onsite Competition for Teams","","12","11","2022","12","11","2022","https://competitioncorner.net/events/7725/details"
"Girls Gone Rx Salt Lake City","SLC CrossFit","619 South 600 West","Salt Lake City","UT","United States","84101","Competition Corner","0.0","USD","Girls Gone Rx","Onsite Competition for Teams","","12","11","2022","12","11","2022","https://competitioncorner.net/events/7894/details"
"Galéa Contest 2ème Edition","CrossFit Galéa","1 Impasse Jean Perrin","L'Ardoise","Gard","France","30290","Competition Corner","114.5","EUR","","Onsite Competition for Teams","","13","11","2022","13","11","2022","https://competitioncorner.net/events/8151/details"
"Oxhouse Team Series: Frostbite","Oxhouse","Optima Stadium, Winterstoke Road","Weston-super-Mare","","United Kingdom","BS24 9AA","Competition Corner","0.0","GBP","Every Second Counts","Onsite Competition for Teams","","13","11","2022","13","11","2022","https://competitioncorner.net/events/8165/details"
"iF3 Masters World Championships 2022","Aruba","https://www.aruba.com/us/our-island","Aruba","Aruba","Aruba","00233","Competition Corner","120.0","USD","International Functional Fitness Federation","Onsite Competition for Individuals","","18","11","2022","20","11","2022","https://competitioncorner.net/events/6713/details"
"Down Under Championship","Win Stadium","Corner Crown & Harbour Streets ","Wollongong ","NSW","Australia","2500","Competition Corner","","","Down Under Championship","Onsite Competition for Individuals and teams","","18","11","2022","20","11","2022","https://competitioncorner.net/events/8223/details"
"OSLO THROWDOWN 2022","X MEETING POINT","Kragerudveien 50","OSLO","SKJETTEN","Norway","2013","Competition Corner","1200.0","NOK","","Onsite Competition for Individuals and teams","","18","11","2022","20","11","2022","https://competitioncorner.net/events/7092/details"
"Veterans Day Bash 2022 ","CrossFit Wild West ","8502 Memphis Drive ","Lubbock ","TX","United States","79423","Competition Corner","0.0","USD","2020 Veterans Day Bash ","Onsite Competition for Teams","","18","11","2022","19","11","2022","https://competitioncorner.net/events/8155/details"
"Western Throwdown","CrossFit Essendon","7/18 Sloane st ","Maribyrnong","71","Australia","3032","Competition Corner","87.0","AUD","","Onsite Competition for Individuals","","19","11","2022","20","11","2022","https://competitioncorner.net/events/8169/details"
"CFE's Well Seasoned INDIVIDUAL Competition (all ages)","CrossFit Exclamation","15 Wall st ","Burlington","MA","United States","01803","Competition Corner","75.0","USD","Coach","Onsite Competition for Individuals","","19","11","2022","19","11","2022","https://competitioncorner.net/events/7609/details"
"2022 Vehement Barbell Festival","Oxnard|MVMNT","3000 Paseo Mercado ","Oxnard","CA","United States","93036","Competition Corner","75.0","USD","","Onsite Competition for Individuals","","19","11","2022","20","11","2022","https://competitioncorner.net/events/7079/details"
"Thanksgiving Throwdown 2022","Mutiny CrossFit","1525 Highland Avenue","Duarte","CA","United States","91010","Competition Corner","0.0","USD","Mayhem Indy Competition ","Onsite Competition for Teams","","19","11","2022","19","11","2022","https://competitioncorner.net/events/7190/details"
"Vekter Games 9","ReVamped Fitness","9385 Washington Blvd. ","Laurel","MD","United States","20723","Competition Corner","0.0","USD","Vekter Games ","Onsite Competition for Teams","","19","11","2022","19","11","2022","https://competitioncorner.net/events/7259/details"
"BROS × DOES 2022","Element CrossFit","1 - 3330 Ridgeway Drive","Mississauga","ON","Canada","L5L 5Z9","Competition Corner","0.0","CAD","Element Competitions","Onsite Competition for Teams","","19","11","2022","20","11","2022","https://competitioncorner.net/events/7786/details"
"Cactus Classic 2022","Crossfit Blade Main","1614 W Whispering Wind Drive","Phoenix","AZ","United States","85085","Competition Corner","0.0","USD","The Cactus Games","Onsite Competition for Teams","","19","11","2022","19","11","2022","https://competitioncorner.net/events/7971/details"
"Thanksgiving Throwdown","Richard Russell CrossFit Monterey Bay","220 Dela Vina Ave.","Monterey","CA","United States","93940","Competition Corner","0.0","USD","","Onsite Competition for Teams","","19","11","2022","19","11","2022","https://competitioncorner.net/events/7754/details"
"TFL2022 - Autumn Edition","TopsportHal Vlaanderen","Zuiderlaan 14","Gent","","Belgium","9000","Competition Corner","0.0","EUR","THE FITNESS LEAGUE","Onsite Competition for Teams","","19","11","2022","20","11","2022","https://competitioncorner.net/events/8072/details"
"Shelby Showdown","CrossFit Shelby","115 E Sumter St","Shelby","28","United States","28150","Competition Corner","100.0","USD","","Onsite Competition for Teams","","19","11","2022","20","11","2022","https://competitioncorner.net/events/8158/details"
"Girls Gone Rx UK x Northern Soul","Northern Soul ","Mitre St","Failsworth","Manchester","United Kingdom","M359bd","Competition Corner","0.0","GBP","Girls Gone RX Europe","Onsite Competition for Teams","","20","11","2022","20","11","2022","https://competitioncorner.net/events/7322/details"
"Swiss Functional Fitness Competition Season 22/23 | CF Seeland","CF Seeland","Römerstrasse 15","Brügg","BE","Switzerland","2555","Competition Corner","50.0","CHF","Swiss Functional Fitness ","Onsite Competition for Individuals","","20","11","2022","20","11","2022","https://competitioncorner.net/events/8118/details"
"Barbelles Ladies Only Competition - Leyland","CrossFit Leyland","28 Marathon Place ","Preston","","United Kingdom","PR26 7QN","Competition Corner","35.0","GBP","Barbelles","Onsite Competition for Individuals","","20","11","2022","20","11","2022","https://competitioncorner.net/events/6136/details"
"THE UNDERWORLD GAMES 9th Edition","","","","","Malta","","Competition Corner","","","","Onsite Competition for Individuals and teams","","25","11","2022","27","11","2022","https://competitioncorner.net/events/7806/details"
"Madrid CrossFit® Challenger Series ","Centro Deportivo Municipal de Gallur","C. de Gallur, 2, 28047 Madrid","Madrid","Madrid","Spain","28047","Competition Corner","130.0","EUR","Madrid CrossFit Challenge Series","Onsite Competition for Individuals and teams","","25","11","2022","27","11","2022","https://competitioncorner.net/events/7942/details"
"The Buddy Dutch Throwdown Qualifier 2022/23","","","","","","","Competition Corner","0.0","EUR","Cf Events","Virtual Competition for Teams","","25","11","2022","12","12","2022","https://competitioncorner.net/events/8236/details"
"CARIBBEAN THROWDOWN","","","","","","","Competition Corner","25.0","EUR","CARIBBEAN THROWDOWN","Virtual Competition for Individuals and teams","","26","11","2022","27","11","2022","https://competitioncorner.net/events/7017/details"
"RACLETTE THROWDOWN 2022","Crossfit Polygone","82 chemin de l'étang long","PIA","","France","66380","Competition Corner","0.0","EUR","CrossFit Polygone","Onsite Competition for Teams","","26","11","2022","27","11","2022","https://competitioncorner.net/events/8205/details"
"Battle at the Beach 7","Postcard Inn On The Beach","6300 Gulf Blvd","St. Pete Beach","FL","United States","33706","Competition Corner","125.0","USD","","Onsite Competition for Individuals and teams","","26","11","2022","26","11","2022","https://competitioncorner.net/events/7139/details"
"WhamBammapalooza 2022","Wham Bam Fitness","2/24 Butt Street","Canadian","VIC","Australia","3350","Competition Corner","0.0","AUD","","Onsite Competition for Teams","","26","11","2022","27","11","2022","https://competitioncorner.net/events/7547/details"
"The Third Wheel","Crossfit Minerva Erina","3/217 The Entrance Road ","ERINA","NSW","Australia","2250","Competition Corner","0.0","AUD","The Third Wheel","Onsite Competition for Teams","","27","11","2022","27","11","2022","https://competitioncorner.net/events/8125/details"
"All Services Games - Pairs","Crossfit Southampton","Unit 3B Barton Park Industrial Estate, Chickenhall Lane","Eastleigh","Hampshire","United Kingdom","SO50 6RR","Competition Corner","0.0","GBP","Fitness competition for Emergency Services and Military personnel","Onsite Competition for Teams","","27","11","2022","27","11","2022","https://competitioncorner.net/events/3937/details"
"GRIND IT OUT SCALED PAIRS","ARTEMIS GYM","UNIT 4 A SWAINES INDUSTRIAL ESTATE","ROCHFORD","ESSEX","United Kingdom","SS4 1RG","Competition Corner","0.0","GBP","Grind it out","Onsite Competition for Teams","","27","11","2022","27","11","2022","https://competitioncorner.net/events/7970/details"
"GRIND IT OUT ONLINE  WINTER SCALED INDIVIDUALS","","","","","","","Competition Corner","12.0","GBP","Grind it out","Virtual Competition for Individuals","","28","11","2022","18","12","2022","https://competitioncorner.net/events/8103/details"
"WheelWOD Games 2022","Expo Building NC State Fair Ground","4825 Trinity Rd","Raleigh","NC","United States","27607","Competition Corner","349.0","USD","WheelWOD Competitions","Onsite Competition for Individuals","","02","12","2022","04","12","2022","https://competitioncorner.net/events/7738/details"
"THE PREPARED. CLASSIC 2022","Stockholmsmässan","Mässvägen 1","Stockholm","Stockholm","Sweden","125 30","Competition Corner","1200.0","SEK","CrossFit Licensed Event","Onsite Competition for Individuals","","02","12","2022","03","12","2022","https://competitioncorner.net/events/7004/details"
"GAME TIME","Nissan Arena","590 Mains Rd, Nathan","Brisbane","QLD","Australia","4111","Competition Corner","0.0","AUD","GAME TIME","Onsite Competition for Teams","","02","12","2022","03","12","2022","https://competitioncorner.net/events/8197/details"
"The Force Wars ","Bergeon Rodeo Grounds","4271 SW 64th Ave","Davie","FL","United States","33314","Competition Corner","160.0","USD","The Force Wars","Onsite Competition for Individuals and teams","","03","12","2022","04","12","2022","https://competitioncorner.net/events/7255/details"
"Fitnessfestivalen Throwdown 2022","Stockholmsmässan","Mässvägen 1 Älvsjö","Stockholm","","Sweden","","Competition Corner","110.0","SEK","CrossFit Licensed Event","Onsite Competition for Individuals and teams","","03","12","2022","04","12","2022","https://competitioncorner.net/events/6636/details"
"Nightmare At AMP 2k22","AMP Strength & Conditioning ","2248 Moody Parkway ","Moody ","1","United States","35004","Competition Corner","140.0","USD","","Onsite Competition for Teams","","03","12","2022","03","12","2022","https://competitioncorner.net/events/7917/details"
"Adv. Challenge 2022","NOEX-Berlin","Altonaer Str. 84-90","Berlin","Berlin","Germany","13581","Competition Corner","","","","Onsite Competition for Individuals","","03","12","2022","04","12","2022","https://competitioncorner.net/events/8208/details"
"CrossFit Noble Park Pairs Comp 3","CrossFit Noble Park (In2Performance)","468 Princes Highway ","Noble Park","VIC","Australia","3174","Competition Corner","","","CrossFit Noble Park Pairs #3","Onsite Competition for Teams","","03","12","2022","03","12","2022","https://competitioncorner.net/events/8224/details"
"Capital Fitness Challenge","CrossFit SFS","43 Sheppard Street","Canberra","ACT","Australia","2620","Competition Corner","0.0","AED","CrossFit SFS","Onsite Competition for Teams","","03","12","2022","03","12","2022","https://competitioncorner.net/events/8267/details"
