"name","company","type","image_url","category","detail","finish","pack"
"Delamain Plain Knob","Carlisle Brass","DK47BFB","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/d/k/dk47range.webp","Home, All product, Cabinet hardware, cupboard knobs, Delamain Plain Knob","A plain topped knob with sweeping lines around the outer edge on a ringed tiered stem and rose. Designed to compliment the mortice knobs in the Delamain range. Available in different finishes and sizes.","Florentine Bronze","25mm Dia. Knob, 32mm Dia. Rose, 30mm Projection"
"Delamain Plain Knob","Carlisle Brass","DK47BFB","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/d/k/dk47range.webp","Home, All product, Cabinet hardware, cupboard knobs, Delamain Plain Knob","A plain topped knob with sweeping lines around the outer edge on a ringed tiered stem and rose. Designed to compliment the mortice knobs in the Delamain range. Available in different finishes and sizes.","Florentine Bronze","30mm Dia. Knob, 38mm Dia. Rose, 36mm Projection"
"Delamain Plain Knob","Carlisle Brass","DK47BFB","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/d/k/dk47range.webp","Home, All product, Cabinet hardware, cupboard knobs, Delamain Plain Knob","A plain topped knob with sweeping lines around the outer edge on a ringed tiered stem and rose. Designed to compliment the mortice knobs in the Delamain range. Available in different finishes and sizes.","Florentine Bronze","38mm Dia. Knob, 48mm Dia. Rose, 45mm Projection"
"Victorian Cupboard Knob","Carlisle Brass","M47D","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/m/4/m47range.webp","Home, All product, Cabinet hardware, cupboard knobs, Victorian Cupboard Knob","A timeless industry standard and hugely popular traditional solid brass Victorian cupboard knob, with a heavy solid feel. Plain Victorian knob on stepped tiered round rose. The variety of finishes and sizes in range makes this very flexible and appealing in covering a multitude of applications and settings.
Product Codes:M47A - 25mmM47B - 32mmM47C - 38mmM47D - 42mmM47E - 50mm","Polished Brass","25mm Dia. Knob, 25mm Dia. Rose, 25mm Projection"
"Victorian Cupboard Knob","Carlisle Brass","M47D","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/m/4/m47range.webp","Home, All product, Cabinet hardware, cupboard knobs, Victorian Cupboard Knob","A timeless industry standard and hugely popular traditional solid brass Victorian cupboard knob, with a heavy solid feel. Plain Victorian knob on stepped tiered round rose. The variety of finishes and sizes in range makes this very flexible and appealing in covering a multitude of applications and settings.
Product Codes:M47A - 25mmM47B - 32mmM47C - 38mmM47D - 42mmM47E - 50mm","Polished Brass","32mm Dia. Knob, 32mm Dia. Rose, 32mm Projection"
"Victorian Cupboard Knob","Carlisle Brass","M47D","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/m/4/m47range.webp","Home, All product, Cabinet hardware, cupboard knobs, Victorian Cupboard Knob","A timeless industry standard and hugely popular traditional solid brass Victorian cupboard knob, with a heavy solid feel. Plain Victorian knob on stepped tiered round rose. The variety of finishes and sizes in range makes this very flexible and appealing in covering a multitude of applications and settings.
Product Codes:M47A - 25mmM47B - 32mmM47C - 38mmM47D - 42mmM47E - 50mm","Polished Brass","38mm Dia. Knob, 38mm Dia. Rose, 38mm Projection"
"Victorian Cupboard Knob","Carlisle Brass","M47D","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/m/4/m47range.webp","Home, All product, Cabinet hardware, cupboard knobs, Victorian Cupboard Knob","A timeless industry standard and hugely popular traditional solid brass Victorian cupboard knob, with a heavy solid feel. Plain Victorian knob on stepped tiered round rose. The variety of finishes and sizes in range makes this very flexible and appealing in covering a multitude of applications and settings.
Product Codes:M47A - 25mmM47B - 32mmM47C - 38mmM47D - 42mmM47E - 50mm","Polished Brass","42mm Dia. Knob, 42mm Dia. Rose, 42mm Projection"
"Victorian Cupboard Knob","Carlisle Brass","M47D","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/m/4/m47range.webp","Home, All product, Cabinet hardware, cupboard knobs, Victorian Cupboard Knob","A timeless industry standard and hugely popular traditional solid brass Victorian cupboard knob, with a heavy solid feel. Plain Victorian knob on stepped tiered round rose. The variety of finishes and sizes in range makes this very flexible and appealing in covering a multitude of applications and settings.
Product Codes:M47A - 25mmM47B - 32mmM47C - 38mmM47D - 42mmM47E - 50mm","Polished Brass","50mm Dia. Knob, 50mm Dia. Rose, 50mm Projection"
"Lines Pull Handle Range","Carlisle Brass","FTD710BAB","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/f/t/ftd710_group_2.webp","Home, All product, Cabinet hardware, cupboard handles, Lines Pull Handle Range","Part of our lines cabinet collection, these pull handles are available in 5 big trend finishes, manufactured from solid brass, each piece is precision engineered to add texture to an iconic industrial design. Works perfectly with various interior design styles including industrial, modern, transitional, and contemporary. Matching cupboard knob, radio knob and T Bar cupboard knob available.","Antique Brass","128mm Centres, 158mm Overall, 36mm Projection"
"Lines Pull Handle Range","Carlisle Brass","FTD710CAB","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/f/t/ftd710_group_2.webp","Home, All product, Cabinet hardware, cupboard handles, Lines Pull Handle Range","Part of our lines cabinet collection, these pull handles are available in 5 big trend finishes, manufactured from solid brass, each piece is precision engineered to add texture to an iconic industrial design. Works perfectly with various interior design styles including industrial, modern, transitional, and contemporary. Matching cupboard knob, radio knob and T Bar cupboard knob available.","Antique Brass","160mm Centres, 190mm Overall, 36mm Projection"
"Lines Pull Handle Range","Carlisle Brass","FTD710EAB","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/f/t/ftd710_group_2.webp","Home, All product, Cabinet hardware, cupboard handles, Lines Pull Handle Range","Part of our lines cabinet collection, these pull handles are available in 5 big trend finishes, manufactured from solid brass, each piece is precision engineered to add texture to an iconic industrial design. Works perfectly with various interior design styles including industrial, modern, transitional, and contemporary. Matching cupboard knob, radio knob and T Bar cupboard knob available.","Antique Brass","224mm Centres, 274mm Overall, 36mm Projection"
"Lines Pull Handle Range","Carlisle Brass","FTD710HAB","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/f/t/ftd710_group_2.webp","Home, All product, Cabinet hardware, cupboard handles, Lines Pull Handle Range","Part of our lines cabinet collection, these pull handles are available in 5 big trend finishes, manufactured from solid brass, each piece is precision engineered to add texture to an iconic industrial design. Works perfectly with various interior design styles including industrial, modern, transitional, and contemporary. Matching cupboard knob, radio knob and T Bar cupboard knob available.","Antique Brass","320mm Centres, 370mm Overall, 36mm Projection"
"Knurled Pull Handle","Carlisle Brass","FTD700CCP","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/f/t/ftd700.webp","Home, All product, Cabinet hardware, cupboard handles, Knurled Pull Handle","Part of our knurled cabinet collection, these pull handles are available in 5 big trend finishes, manufactured from solid brass, each piece is precision engineered to add texture to an iconic industrial design. Works perfectly with various interior design styles including industrial, modern, transitional, and contemporary. Matching cupboard knob and T Bar cupboard knob available.","Polished Chrome","160mm Centres, 190mm Overall, 36mm Projection"
"Knurled Pull Handle","Carlisle Brass","FTD700BCP","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/f/t/ftd700.webp","Home, All product, Cabinet hardware, cupboard handles, Knurled Pull Handle","Part of our knurled cabinet collection, these pull handles are available in 5 big trend finishes, manufactured from solid brass, each piece is precision engineered to add texture to an iconic industrial design. Works perfectly with various interior design styles including industrial, modern, transitional, and contemporary. Matching cupboard knob and T Bar cupboard knob available.","Polished Chrome","128mm Centres, 158mm Overall, 36mm Projection"
"Knurled Pull Handle","Carlisle Brass","FTD700ECP","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/f/t/ftd700.webp","Home, All product, Cabinet hardware, cupboard handles, Knurled Pull Handle","Part of our knurled cabinet collection, these pull handles are available in 5 big trend finishes, manufactured from solid brass, each piece is precision engineered to add texture to an iconic industrial design. Works perfectly with various interior design styles including industrial, modern, transitional, and contemporary. Matching cupboard knob and T Bar cupboard knob available.","Polished Chrome","224mm Centres, 274mm Overall, 36mm Projection"
"Knurled Pull Handle","Carlisle Brass","FTD700HAB","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/f/t/ftd700.webp","Home, All product, Cabinet hardware, cupboard handles, Knurled Pull Handle","Part of our knurled cabinet collection, these pull handles are available in 5 big trend finishes, manufactured from solid brass, each piece is precision engineered to add texture to an iconic industrial design. Works perfectly with various interior design styles including industrial, modern, transitional, and contemporary. Matching cupboard knob and T Bar cupboard knob available.","Antique Brass","320mm Centres, 350mm Overall, 37mm Projection"
"Steel T-Bar Handle","Carlisle Brass","FTD445ACP","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/f/t/ftd445range.webp","Home, All product, Cabinet hardware, cupboard handles, Steel T-Bar Handle","A timeless industry standard and one of the most popular handles used in the UK. A straightforward T-Bar handle. A substantial smooth round bar atop two inset cylindrical posts. Robust and durable and able to withstand the rigours of a busy environment. Commonly used in modern interiors in both residential and commercial interiors. Available in a vast array of sizes and finishes.","Polished Chrome","96mm Centres, 156mm Overall, 35mm Projection, 12mm Dia. Bar"
"Steel T-Bar Handle","Carlisle Brass","FTD445BCP","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/f/t/ftd445range.webp","Home, All product, Cabinet hardware, cupboard handles, Steel T-Bar Handle","A timeless industry standard and one of the most popular handles used in the UK. A straightforward T-Bar handle. A substantial smooth round bar atop two inset cylindrical posts. Robust and durable and able to withstand the rigours of a busy environment. Commonly used in modern interiors in both residential and commercial interiors. Available in a vast array of sizes and finishes.","Polished Chrome","128mm Centres, 188mm Overall, 35mm Projection, 12mm Dia. Bar"
