"name","city","state","zipcode","address","phone_no","website","page_url"
"CSL Climate Control Company","WHEELING","Illinois","60090-6072","140 SHEPARD AVE STE E
WHEELING, Illinois 60090-6072","847-243-8056","http://www.cslclimatecontrol.com/","https://www.lennox.com/locate/dealer/il/wheeling/csl-climate-control-co"
"Dowe & Wagner","RICHMOND","Illinois","60071-7707","11215 COMMERCIAL ST UNIT A
RICHMOND, Illinois 60071-7707","815-678-3000","","https://www.lennox.com/locate/dealer/il/richmond/dowe-and-wagner"
"D's Air & Heating Inc","CHICAGO","Illinois","60624-1259","549 N MONTICELLO AVE
CHICAGO, Illinois 60624-1259","773-940-0965","","https://www.lennox.com/locate/dealer/il/chicago/d's-air-and-heating-inc"
"Dupree Heating Air Conditioning Inc","JOLIET","Illinois","60435-6425","104 SUNSET STRIP
JOLIET, Illinois 60435-6425","815-955-1596","http://dupreehvac.com","https://www.lennox.com/locate/dealer/il/joliet/dupree-htg-ac-inc"
"Elam Heating & Air Cond","QUINCY","Illinois","62301-2236","2005 CEDAR ST
QUINCY, Illinois 62301-2236","217-223-6519","https://www.elamheatingandac.com/","https://www.lennox.com/locate/dealer/il/quincy/elam-htg-and-ac"
"Alan Energy Services","Elmhurst","Illinois","60126","510 Spring Rd
Elmhurst, Illinois 60126","(630) 833-1100","","https://www.lennox.com/locate/dealer/il/elmhurst/energy-svcs-ac-and-htg-co"
"Ernst Heating","HAMEL","Illinois","62046-1093","202 W STATE ST
HAMEL, Illinois 62046-1093","618-633-2244","http://www.ernstheating.com/about/","https://www.lennox.com/locate/dealer/il/hamel/ernst-htg"
"Fleming Htg & A/C Inc","Belvidere","Illinois","61008","402 Buchanan
Belvidere, Illinois 61008","(815) 389-2465","","https://www.lennox.com/locate/dealer/il/belvidere/fleming-htg-and-ac-inc"
"Four Seasons Heating & Air Conditioning","Chicago","Illinois","60638-6213","5701 W 73RD ST
Chicago, Illinois 60638-6213","773-284-6161","http://www.fourseasonsheatingcooling.com","https://www.lennox.com/locate/dealer/il/chicago/four-seasons-htg-and-ac"
"Freed Heating & Air Cond Inc","MOLINE","Illinois","61265-1640","201 39TH ST
MOLINE, Illinois 61265-1640","309-762-3641","","https://www.lennox.com/locate/dealer/il/moline/freed-htg-and-ac-inc"
"Freedom Heating & Cooling","FRANKLIN PARK","Illinois","60131-2574","9958 GRAND AVE
FRANKLIN PARK, Illinois 60131-2574","847-288-1788","","https://www.lennox.com/locate/dealer/il/franklin-park/freedom-htg-and-cooling"
"Fritch Htg & Clg Inc","Peoria","Illinois","61603","1004 NE Adams St
Peoria, Illinois 61603","309-671-5360","https://www.fritchheating.com","https://www.lennox.com/locate/dealer/il/peoria/fritch-htg-and-clg-inc"
"G M Mechanical","CANTON","Illinois","61520-1835","57 E SPRUCE ST
CANTON, Illinois 61520-1835","309-647-5700","","https://www.lennox.com/locate/dealer/il/canton/g-m-mechanical"
"Golden Seal Service Experts","SAINT CHARLES","Illinois","60174-3401","1730 WALLACE AVE UNIT B
SAINT CHARLES, Illinois 60174-3401","630.377.3377","https://www.goldensealservices.com/","https://www.lennox.com/locate/dealer/il/saint-charles/golden-seal-service-experts"
"Goodberlet Heating & Air Inc","KANKAKEE","Illinois","60901-2102","255 E BROOKMONT BLVD
KANKAKEE, Illinois 60901-2102","(866) 355-7710","https://www.goodberletheating.com/","https://www.lennox.com/locate/dealer/il/kankakee/goodberlet-home-svcs"
"GSHA Services LTD","Woodstock","Illinois","60098","1257 Cobblestone Way
Woodstock, Illinois 60098","(815) 322-7007","","https://www.lennox.com/locate/dealer/il/woodstock/gsha-svcs-ltd"
"Hoekstra Htg & Clg","HOMEWOOD","Illinois","60430-1703","17907 DIXIE HWY
HOMEWOOD, Illinois 60430-1703","708-798-3444","www.hoekstraheating.com","https://www.lennox.com/locate/dealer/il/homewood/hoekstra-htg-and-clg"
"Hollister Electrical Plumbing & Heating","Macomb","Illinois","61455-7723","4007 W Jackson St
Macomb, Illinois 61455-7723","309-833-3893","","https://www.lennox.com/locate/dealer/il/macomb/hollister-electrical-plbg-and-htg"
"Home Appliance & Htg Co Inc","Kankakee","Illinois","60901","1292 W Station St
Kankakee, Illinois 60901","815-933-8211","https://www.4expertservice.com","https://www.lennox.com/locate/dealer/il/kankakee/home-appliance-and-htg-co-inc"
"Home Heating and Cooling","O'Fallon","Illinois","62269","1450 Frontage Rd
O'Fallon, Illinois 62269","618-416-0111","","https://www.lennox.com/locate/dealer/il/o'fallon/home-htg-and-clg"
"House of Heat","OAK PARK","Illinois","60304-1557","336 HARRISON ST
OAK PARK, Illinois 60304-1557","708-848-3291","http://www.houseofheatoakpark.com","https://www.lennox.com/locate/dealer/il/oak-park/house-of-heat"
"Ibbotson Htg Co","ARLINGTON HEIGHTS","Illinois","60005-2141","514 S ARTHUR AVE
ARLINGTON HEIGHTS, Illinois 60005-2141","847-253-0866","http://www.ibbotsonheating.com","https://www.lennox.com/locate/dealer/il/arlington-heights/ibbotson-htg-co"
"JC's Air Conditioning & Refrig Inc","PINCKNEYVILLE","Illinois","62274-1771","1001 S MAIN ST
PINCKNEYVILLE, Illinois 62274-1771","618-357-9836","","https://www.lennox.com/locate/dealer/il/pinckneyville/jcs-ac-and-refrig-inc"
"Jesse Htg & A/C","DECATUR","Illinois","62522-1055","4483 W MAIN ST
DECATUR, Illinois 62522-1055","217-422-1744","http://www.jesseheatingandair.com","https://www.lennox.com/locate/dealer/il/decatur/jesse-htg-and-ac"
"Jett's Heating & Air Inc","McHenry","Illinois","60050","1306 N Green St
McHenry, Illinois 60050","815-459-4700","http://www.jettsheatingandair.com","https://www.lennox.com/locate/dealer/il/mchenry/jetts-htg-and-air-inc"
"J L Brady Company LLC","MOLINE","Illinois","61265-7582","4831 41ST ST
MOLINE, Illinois 61265-7582","309-797-4931","http://www.JLBradyco.com","https://www.lennox.com/locate/dealer/il/moline/jl-brady-co-llc"
"Joel's Heating & Cooling","PLAINFIELD","Illinois","60585-9561","12011 S AERO DR
PLAINFIELD, Illinois 60585-9561","708-774-2535","www.joelshvac.com","https://www.lennox.com/locate/dealer/il/plainfield/joels-htg-and-cooling"
"John J Cahill Inc","EVANSTON","Illinois","60201-3511","1515 CHURCH ST
EVANSTON, Illinois 60201-3511","847-864-5225","http://www.cahillinc.com/","https://www.lennox.com/locate/dealer/il/evanston/john-j-cahill-inc"
"Kern Heating Co Inc","BEACH PARK","Illinois","60099-3307","38931 N LEWIS AVE
BEACH PARK, Illinois 60099-3307","847-336-3399","http://www.kernheating.com","https://www.lennox.com/locate/dealer/il/beach-park/kern-htg-co-inc"
"King HVAC Systems","FRANKFORT","Illinois","60423-1820","101 ONTARIO ST
FRANKFORT, Illinois 60423-1820","708-687-6898","","https://www.lennox.com/locate/dealer/il/frankfort/king-hvac-systems"
"King-Lar Company","DECATUR","Illinois","62526-5137","2020 E OLIVE ST
DECATUR, Illinois 62526-5137","217-429-2323","","https://www.lennox.com/locate/dealer/il/decatur/king-lar-company"
"Kuchefski Htg & A/C","DANVILLE","Illinois","61832-6305","511 E MAIN ST
DANVILLE, Illinois 61832-6305","217-442-1454","http://www.kuchefskiheating.com/","https://www.lennox.com/locate/dealer/il/danville/kuchefski-htg-and-ac"
"Lake County Mechanical","ANTIOCH","Illinois","60002-1858","328 NORTH AVE
ANTIOCH, Illinois 60002-1858","847-989-4649","http://www.lakecountymechanical.com","https://www.lennox.com/locate/dealer/il/antioch/lake-county-mechanical"
"Leslie Htg & Clg Inc","WOODRIDGE","Illinois","60517-1448","6804 HOBSON VALLEY DR STE 111
WOODRIDGE, Illinois 60517-1448","(630) 985-9800","","https://www.lennox.com/locate/dealer/il/woodridge/leslie-htg-and-clg-inc"
"Loescher Heating & AC","STERLING","Illinois","61081-9296","1705 WESTWOOD DR
STERLING, Illinois 61081-9296","815-625-0111","","https://www.lennox.com/locate/dealer/il/sterling/loescher-heating-and-ac"
"Lyons Bros Htg & Air Cond Inc","PONTIAC","Illinois","61764-1621","727 W MADISON ST
PONTIAC, Illinois 61764-1621","815-844-3585","http://www.lyonsbrothers.com","https://www.lennox.com/locate/dealer/il/pontiac/lyons-bros-htg-and-ac-inc"
"Maximum Heating & AC","AURORA","Illinois","60506-3027","501 PENNSYLVANIA AVE
AURORA, Illinois 60506-3027","630-788-4688","https://www.aurorailhvacservice.com","https://www.lennox.com/locate/dealer/il/aurora/maximum-htg-and-ac"
"McNally's Heating and Cooling Inc","St. Charles","Illinois","60174","3491 Swenson Ave
St. Charles, Illinois 60174","630-363-9067","http://www.mcnallyhvac.com/","https://www.lennox.com/locate/dealer/il/st.-charles/mcnallys-htg-and-cooling-inc"
"Merz Heating & Air Cond Inc","EFFINGHAM","Illinois","62401-3756","509 S WILLOW ST
EFFINGHAM, Illinois 62401-3756","217-342-2323","http://www.merzac.com/","https://www.lennox.com/locate/dealer/il/effingham/merz-htg-and-ac-inc"
"Neal's Heating & Cooling Inc","MARISSA","Illinois","62257-1010","909 N MAIN ST
MARISSA, Illinois 62257-1010","618-295-3402","","https://www.lennox.com/locate/dealer/il/marissa/neals-htg-and-cooling-inc"
"Neuhaus Heating & Air Cond","Litchfield","Illinois","62056-4636","10235 Old Rte 66
Litchfield, Illinois 62056-4636","217-324-2818","http://www.neuhaushvac.com/","https://www.lennox.com/locate/dealer/il/litchfield/neuhaus-htg-and-ac"
"Northern Continental Htg & Clg Inc","CRYSTAL LAKE","Illinois","60014-1718","740 MCARDLE DR STE C
CRYSTAL LAKE, Illinois 60014-1718","815-459-9412","","https://www.lennox.com/locate/dealer/il/crystal-lake/northern-continental-htg-and-clg-inc"
"Ohana Htg & Air","Mt Vernon","Illinois","62864-6559","9501 N Elmhears Ln
Mt Vernon, Illinois 62864-6559","(618) 472-4738","","https://www.lennox.com/locate/dealer/il/mt-vernon/ohana-contacting-llc"
"Phoenix Comfort Systems Inc","BELLEVILLE","Illinois","62226-1517","221 BEAU GON DR
BELLEVILLE, Illinois 62226-1517","618-616-9196","","https://www.lennox.com/locate/dealer/il/belleville/phoenix-comfort-systems-inc"
"Pro Temp of Illinois Inc.","Westchester","Illinois","60154","9835 Derby Ln
Westchester, Illinois 60154","(844) 776-8367","http://www.protempofillinois.com","https://www.lennox.com/locate/dealer/il/westchester/pro-temp-of-illinois-inc"
"R L Lyon Inc","MORRIS","Illinois","60450-1963","888 3RD AVE UNIT B
MORRIS, Illinois 60450-1963","815-942-0134","http://www.lyonheatingandair.com","https://www.lennox.com/locate/dealer/il/morris/r-l-lyon-inc"
"Ragano Heating","STREAMWOOD","Illinois","60107-2908","35 SANGRA CT
STREAMWOOD, Illinois 60107-2908","847-352-6376","","https://www.lennox.com/locate/dealer/il/streamwood/ragano-htg"
"Read's Htg A/C & Refrig","OLNEY","Illinois","62450-1169","911 W CATHERINE ST
OLNEY, Illinois 62450-1169","618-393-4102","","https://www.lennox.com/locate/dealer/il/olney/read's-htg-a-c-and-refrig"
"Reliant Htg  Clg Inc","Frankfort","Illinois","60423","635 Center Rd # 1
Frankfort, Illinois 60423","708-425-2662","http://www.reliantheating.com/","https://www.lennox.com/locate/dealer/il/frankfort/reliant-htg--clg-inc"
"Ring Sht Mtl & Heating","KNOXVILLE","Illinois","61448-1227","213 GROVE ST
KNOXVILLE, Illinois 61448-1227","309-289-4213","","https://www.lennox.com/locate/dealer/il/knoxville/ring-sht-mtl-and-heating"
"Chief/Bauer Service Experts","CHAMPAIGN","Illinois","61820-3622","520 N HICKORY ST
CHAMPAIGN, Illinois 61820-3622","217.352.5211","","https://www.lennox.com/locate/dealer/il/champaign/service-experts-021"
"Sigman Heating & A/C Inc","Belleville","Illinois","62223-4533","6200 Old St Louis Rd
Belleville, Illinois 62223-4533","618-234-4343","","https://www.lennox.com/locate/dealer/il/belleville/sigman-htg-and-ac-inc"
"AA Service Co.","Northbrook","Illinois","60062","550 Anthony Trail
Northbrook, Illinois 60062","8479257280","https://aaserviceco.com/","https://www.lennox.com/locate/dealer/il/northbrook/sila-svcs-llc"
"Stamper Htg & Cooling","Jerseyville","Illinois","62052-1583","1091 Lexington Dr
Jerseyville, Illinois 62052-1583","618-556-0719","","https://www.lennox.com/locate/dealer/il/jerseyville/stamper-htg-and-cooling"
"Summers Of Bloomington Normal","Bloomington","Parkway
Bloomington","","1524 E. Lafayette, Parkway
Bloomington, Illinois 61701","309-319-9009","","https://www.lennox.com/locate/dealer/in/brownsburg/summers-of-bloomingtonnormals"
"Svc Experts #997","Waukegan","Illinois","60085-5064","2413 Washington St
Waukegan, Illinois 60085-5064","","","https://www.lennox.com/locate/dealer/il/waukegan/svc-experts-997"
"Temperature Doctors Heating & Cooling","Rockford","Illinois","61104","1000 9th St
Rockford, Illinois 61104","815-914-6197","https://hvacrockford.net/","https://www.lennox.com/locate/dealer/il/rockford/temperature-doctors-htg-and-clg"
"Toennies Service Company","Damiansville","Illinois","62215-1305","219 Damiansville Rd
Damiansville, Illinois 62215-1305","618-248-5130","","https://www.lennox.com/locate/dealer/il/damiansville/toennies-service-company"
"Topline HVAC Inc","Skokie","Illinois","60077-5311","4811 Oakton St
Skokie, Illinois 60077-5311","(866) 867-5463","","https://www.lennox.com/locate/dealer/il/skokie/topline-hvac-inc"
"Toptec Heating Cooling Plbg Elect","LIBERTYVILLE","Illinois","60048-2804","345 E PARK AVE
LIBERTYVILLE, Illinois 60048-2804","847-362-0262","","https://www.lennox.com/locate/dealer/il/libertyville/toptec-htg-clg-plbg-and-elect"
"Town Country Services","Tonica","Illinois","61370","220 La Salle St
Tonica, Illinois 61370","815-442-3415","","https://www.lennox.com/locate/dealer/il/tonica/town-and-country-svcs"
"Van Drunen Heating Co","SOUTH HOLLAND","Illinois","60473-2640","1440 E 168TH ST
SOUTH HOLLAND, Illinois 60473-2640","708-339-6444","http://www.vandrunenheating.com","https://www.lennox.com/locate/dealer/il/south-holland/van-drunen-htg-co"
"Warren Heating & Sheet Metal","ROSEVILLE","Illinois","61473-9689","160 N MAIN ST
ROSEVILLE, Illinois 61473-9689","309-426-2473","","https://www.lennox.com/locate/dealer/il/roseville/warren-heating-and-sheet-metal"
"Wirth Inc","GENESEO","Illinois","61254-2138","133 E EXCHANGE ST
GENESEO, Illinois 61254-2138","309-944-4612","","https://www.lennox.com/locate/dealer/il/geneseo/wirth-inc"
"Wokers Plumbing & Heating","Nashville","Illinois","62263-4930","7512 IL-127
Nashville, Illinois 62263-4930","618-327-3163","","https://www.lennox.com/locate/dealer/il/nashville/wokers-plumbing-and-heating"
"Woodstock Heating & Cooling Inc","Woodstock","Illinois","60098","333 E Judd St
Woodstock, Illinois 60098","815-338-0282","http://woodstockheating.com/","https://www.lennox.com/locate/dealer/il/woodstock/woodstock-htg-and-clg"
"247 PHC","Indianapolis","Indiana","46256-3338","9900 Westpoint Dr #112
Indianapolis, Indiana 46256-3338","317-995-7999","","https://www.lennox.com/locate/dealer/in/indianapolis/247-phc"
"A Plus Derr Htg & AC LLC","Newburgh","Indiana","47630","7545 Peachwood Dr
Newburgh, Indiana 47630","812-490-2665","","https://www.lennox.com/locate/dealer/in/newburgh/a-plus-derr-htg-and-ac-llc"
"A Plus Derr Htg & AC LLC","Newburgh","Indiana","47630","7545 Peachwood Dr
Newburgh, Indiana 47630","812-490-2665","","https://www.lennox.com/locate/dealer/in/newburgh/a-plus-derr-htg-and-ac-llc"
"All Services","Crown Point","Indiana","46307-7697","1119 N Main St
Crown Point, Indiana 46307-7697","219-374-6269","","https://www.lennox.com/locate/dealer/in/crown-point/all-svcs"
"Bolls Heating & Cooling","INDIANAPOLIS","Indiana","46222-2551","3648 W 16TH ST
INDIANAPOLIS, Indiana 46222-2551","317-638-1541","http://Bollscomfort.com","https://www.lennox.com/locate/dealer/in/indianapolis/bolls-htg-and-clg"
"Brackett Htg & Air Cond Inc","EVANSVILLE","Indiana","47715-2124","5233 OLD BOONVILLE HWY
EVANSVILLE, Indiana 47715-2124","812-476-1138","http://brackettheatingandair.com","https://www.lennox.com/locate/dealer/in/evansville/brackett-htg-and-ac-inc"
"Chas Michael Plbg/Htg/A/C","LOGANSPORT","Indiana","46947-2765","431 HIGH ST
LOGANSPORT, Indiana 46947-2765","574-753-4538","http://www.chasamichaelinc.com","https://www.lennox.com/locate/dealer/in/logansport/chas-a-michael-inc"
"Colliers Comfort Svcs","OSSIAN","Indiana","46777-9682","215 N JEFFERSON ST
OSSIAN, Indiana 46777-9682","260-622-6622","","https://www.lennox.com/locate/dealer/in/ossian/colliers-comfort-svcs"
"Collier's Commercial Svcs Inc","WARSAW","Indiana","46580-4653","2499 E WINONA AVE
WARSAW, Indiana 46580-4653","574-269-3393","http://www.trustcolliers.com","https://www.lennox.com/locate/dealer/in/warsaw/colliers-comml-svcs-inc"
"Control Tech Htg & A/C","ZIONSVILLE","Indiana","46077-1949","1200 PARKWAY DR
ZIONSVILLE, Indiana 46077-1949","317-873-3737","http://www.controltech.biz/","https://www.lennox.com/locate/dealer/in/zionsville/control-tech-htg-and-ac"
"Coovert Htg & A/C Inc","MUNCIE","Indiana","47303-2149","1705 N GRANVILLE AVE
MUNCIE, Indiana 47303-2149","765-282-7393","","https://www.lennox.com/locate/dealer/in/muncie/coovert-htg-and-ac-inc"
"Dearings Svcs & Solutions","Huntingburg","Indiana","47542-1000","705 N Geiger St
Huntingburg, Indiana 47542-1000","(812) 683-3712","","https://www.lennox.com/locate/dealer/in/huntingburg/dearings-svcs-and-solutions"
"Doler Services","Michigan City","Indiana","46360-6523","3123 E Michigan Blvd
Michigan City, Indiana 46360-6523","219-879-8525","","https://www.lennox.com/locate/dealer/in/michigan-city/doler-svcs"
"Eco Friendly Solutions","BLOOMINGTON","Indiana","47404-9107","1297 N LOESCH RD
BLOOMINGTON, Indiana 47404-9107","812-333-1223","https://www.ecofriendlyhvac.com/","https://www.lennox.com/locate/dealer/in/bloomington/eco-friendly-solutions"
"Great Lakes Htg & A/C","South Bend","Indiana","46614-4305","22189 IN-23
South Bend, Indiana 46614-4305","574-287-2397","http://www.glhvac.com","https://www.lennox.com/locate/dealer/in/south-bend/great-lakes-htg-and-ac"
"Hartman Brothers Htg & Air Conditio","NEW HAVEN","Indiana","46774-1470","535 GREEN ST
NEW HAVEN, Indiana 46774-1470","260-493-4402","http://www.hartmanbrothers.com","https://www.lennox.com/locate/dealer/in/new-haven/hartman-brothers-htg-and-ac"
"Hirt & Ellco Inc","Batesville","Indiana","47006","108 W Pearl St
Batesville, Indiana 47006","812-934-4646","http://www.hirt-ellco.com/","https://www.lennox.com/locate/dealer/in/batesville/hirt-and-ellco-inc"
"Illiana Heating & AC Inc","CEDAR LAKE","Indiana","46303-9790","11407 WICKER AVE
CEDAR LAKE, Indiana 46303-9790","219-365-0006","","https://www.lennox.com/locate/dealer/in/cedar-lake/illiana-htg-and-ac-inc"
"Integrity Heating and Air Cond LLC","WESTFIELD","Indiana","46074-9626","1839 W 166TH ST
WESTFIELD, Indiana 46074-9626","317-804-7699","http://www.integrityhomehvac.com","https://www.lennox.com/locate/dealer/in/westfield/integrity-htg-and-ac-llc"
"J O Mory Inc","Fort Wayne","Indiana","46818","8107 Lima Rd
Fort Wayne, Indiana 46818","260-489-5531","","https://www.lennox.com/locate/dealer/in/fort-wayne/j-o-mory-inc"
"JBR Mech","Bedford","Indiana","47421-8823","701 I St
Bedford, Indiana 47421-8823","(812)275-8158","","https://www.lennox.com/locate/dealer/in/bedford/jbr-mech"
"Kent Heating and Air Conditioning","VALPARAISO","Indiana","46383-4346","906 ROOSEVELT RD
VALPARAISO, Indiana 46383-4346","219-464-9181","http://www.kentheatingandac.com","https://www.lennox.com/locate/dealer/in/valparaiso/kent-heating-and-air-conditioning"
"Mann's Inc","HUNTINGTON","Indiana","46750-8800","50 COMMERCE DR
HUNTINGTON, Indiana 46750-8800","260-356-0811","","https://www.lennox.com/locate/dealer/in/huntington/mann's-inc"
"MCR Heating & Air Conditioning LLC","CRAWFORDSVILLE","Indiana","47933-2015","316 N ENGLEWOOD DR
CRAWFORDSVILLE, Indiana 47933-2015","765-366-4321","","https://www.lennox.com/locate/dealer/in/crawfordsville/mcr-htg-and-ac-llc"
"Mowery","BROWNSBURG","Indiana","46112-1425","710 E MAIN ST
BROWNSBURG, Indiana 46112-1425","317-852-2958","","https://www.lennox.com/locate/dealer/in/brownsburg/mowery"
"Paitson Bros Htg & A/C Inc","TERRE HAUTE","Indiana","47807-3312","1200 WABASH AVE
TERRE HAUTE, Indiana 47807-3312","812-232-2347","http://paitson.com/","https://www.lennox.com/locate/dealer/in/terre-haute/paitson-bros-htg-and-ac-inc"
"Paul Gustin Building Services","Avon","Indiana","46123","2493 E US Hwy 36
Avon, Indiana 46123","765-779-4623","","https://www.lennox.com/locate/dealer/in/markleville/paul-gustin-building-services"
"People's Htg & Cooling","SHELBYVILLE","Indiana","46176-2988","1310 JEFFERSON AVE
SHELBYVILLE, Indiana 46176-2988","317-392-2156","https://www.peoplesheatingcooling.com/","https://www.lennox.com/locate/dealer/in/shelbyville/peoples-htg-and-cooling"
"Reliable Comfort Inc","Seymour","Indiana","47274","2601 Montgomery Dr
Seymour, Indiana 47274","812-524-9994","","https://www.lennox.com/locate/dealer/in/seymour/reliable-comfort-inc"
"Riverway Mechanical","Bloomington","Indiana","47403","5601 S Old State Rd 37
Bloomington, Indiana 47403","812-327-8080","","https://www.lennox.com/locate/dealer/in/bloomington/riverway-mechanical"
"Rose Heating & Cooling","LEBANON","Indiana","46052-9454","121 N 700 W
LEBANON, Indiana 46052-9454","317-287-9544","","https://www.lennox.com/locate/dealer/in/lebanon/rose-htg-and-cooling"
"Rolf Griffin Service Experts","FORT WAYNE","Indiana","46802-5108","1702 FAIRFIELD AVE
FORT WAYNE, Indiana 46802-5108","(260) 557-1275","https://www.rolfgriffin.com","https://www.lennox.com/locate/dealer/in/fort-wayne/service-experts-008"
"Becht/Givens Service Experts","Jeffersonville","Indiana","47130-9631","2999 Industrial Pkwy
Jeffersonville, Indiana 47130-9631","(812) 285-6840","https://www.bechtgivens.com/","https://www.lennox.com/locate/dealer/in/jeffersonville/service-experts-085"
"BW/Cook Service Experts","ELKHART","Indiana","46514-5423","25076 LEER DR
ELKHART, Indiana 46514-5423","(574) 259-7847","https://www.bwcook.com/","https://www.lennox.com/locate/dealer/in/elkhart/service-experts-212"
"Broad Ripple Service Experts","Indianapolis","Indiana","46278-1387","8227 Northwest Blvd #300
Indianapolis, Indiana 46278-1387","(317) 527-0271","https://www.broadrippleheating.com","https://www.lennox.com/locate/dealer/in/indianapolis/service-experts-240"
"Smith Bros Htg & A/C","MARION","Indiana","46953-4250","300 W 34TH ST
MARION, Indiana 46953-4250","765-674-8518","","https://www.lennox.com/locate/dealer/in/marion/smith-bros-htg-and-ac"
"Specialized HVAC Mechanical LLC","RICHMOND","Indiana","47374-6149","825 LIBERTY AVE
RICHMOND, Indiana 47374-6149","765-935-2299","","https://www.lennox.com/locate/dealer/in/richmond/specialized-mechanical-llc"
"Stanford Htg & Clg","Bloomington","Indiana","47403","9109 IN-45
Bloomington, Indiana 47403","(812) 825-8695","","https://www.lennox.com/locate/dealer/in/bloomington/stanford-inc"
"Summers of Brownsburg Inc","Brownsburg","Indiana","46112","1693 E Northfield Dr
Brownsburg, Indiana 46112","317-858-5248","http://www.summersplumbingheatingcooling.com","https://www.lennox.com/locate/dealer/in/brownsburg/summers-of-brownsburg-inc"
"Summers of Chesterton","Chesterton","Indiana","46304-3301","1575 S Calumet Rd
Chesterton, Indiana 46304-3301","219-926-1129","","https://www.lennox.com/locate/dealer/in/brownsburg/summers-of-chesterton"
"Summers Of Chicago LLC","Brownsburg","Indiana","46112-2430","1693 E Northfield Dr
Brownsburg, Indiana 46112-2430","317-858-5248","","https://www.lennox.com/locate/dealer/in/brownsburg/summers-of-chicago-llc"
"Summers Of Crown Point","Crown Point","Indiana","46307","1120 Arrowhead Ct
Crown Point, Indiana 46307","219-663-6051","","https://www.lennox.com/locate/dealer/in/brownsburg/summers-of-crown-point"
"Summers Of La Porte","Brownsburg","Indiana","46112-2430","1693 E Northfield Dr
Brownsburg, Indiana 46112-2430","219-841-5758","","https://www.lennox.com/locate/dealer/in/brownsburg/summers-of-la-porte"
"Summers of Lafayette","LAFAYETTE","Indiana","47905-5924","717 FARABEE CT STE D
LAFAYETTE, Indiana 47905-5924","765-807-5050","http://www.summersphc.com","https://www.lennox.com/locate/dealer/in/lafayette/summers-of-lafayette"
"Tylers Heating & Cooling","Mishawaka","Indiana","46545","55685 Currant Rd b
Mishawaka, Indiana 46545","574-301-9182","","https://www.lennox.com/locate/dealer/in/mishawaka/tylers-htg-and-cooling"
"Valley Supply Inc","TELL CITY","Indiana","47586-2102","838 7TH ST
TELL CITY, Indiana 47586-2102","812-547-2406","http://www.valleysupplyinc.net/","https://www.lennox.com/locate/dealer/in/tell-city/valley-supply-inc"
"Wallpe & Trenkamp Htg & A/C","Greensburg","Indiana","47240-8153","8339 State Rd 46
Greensburg, Indiana 47240-8153","812-663-7252","","https://www.lennox.com/locate/dealer/in/greensburg/wallpe-htg-and-clg-inc"
"Winters Htg & Clg LLC","Franklin","Indiana","46131","3065 R J Pkwy Suite B
Franklin, Indiana 46131","317-300-1909","","https://www.lennox.com/locate/dealer/in/greenwood/winters-htg-and-clg-llc"
"Young's Diversified Services LLC","Reelsville","Indiana","46171","875 S
Reelsville, Indiana 46171","812-841-4851","","https://www.lennox.com/locate/dealer/in/reelsville/youngs-diversified-svcs-llc"
"72 Degrees Comfort Company","ANKENY","Iowa","50023-2823","811 SW ORDNANCE RD
ANKENY, Iowa 50023-2823","515-965-7272","http://www.72degrees.com","https://www.lennox.com/locate/dealer/ia/ankeny/72-degrees-comfort-co"
"Adams Plumbing & Heating","OSAGE","Iowa","50461-8338","3544 LANCER AVE
OSAGE, Iowa 50461-8338","641-732-5623","","https://www.lennox.com/locate/dealer/ia/osage/adams-plumbing-and-heating"
"Advanced Heating & Air Conditioning","FORT DODGE","Iowa","50501-6427","3426 5TH AVE S
FORT DODGE, Iowa 50501-6427","515-576-7022","","https://www.lennox.com/locate/dealer/ia/fort-dodge/advanced-htg-and-ac"
"Advanced Temperature Systems","CLINTON","Iowa","52732-2538","1936 N 2ND ST
CLINTON, Iowa 52732-2538","563-243-6100","","https://www.lennox.com/locate/dealer/ia/clinton/advanced-temperature-systems"
"Affordable Heating & Cooling Inc","Anamosa","Iowa","52205-7925","9525 US-151
Anamosa, Iowa 52205-7925","319-462-3638","","https://www.lennox.com/locate/dealer/ia/anamosa/affordable-htg-and-clg-inc"
"JJM All Seasons of Iowa","DUBUQUE","Iowa","52003-7740","798 CEDAR CROSS RD
DUBUQUE, Iowa 52003-7740","(563) 557-3034","","https://www.lennox.com/locate/dealer/ia/dubuque/all-seasons-htg-and-clg-inc"
"Allensworth Htg & Clg Inc","Red Oak","Iowa","51566-4424","1492 210 St
Red Oak, Iowa 51566-4424","712-623-3191","","https://www.lennox.com/locate/dealer/ia/red-oak/allensworth-htg-and-clg-inc"
"Ames Heating & Cooling Inc","AMES","Iowa","50014-3799","1503 FLORIDA AVE
AMES, Iowa 50014-3799","515-292-3322","","https://www.lennox.com/locate/dealer/ia/ames/ames-heating-and-cooling-inc"
"B & G HVAC","Marshalltown","Iowa","50158","1208 E Main St
Marshalltown, Iowa 50158","641-752-3429","","https://www.lennox.com/locate/dealer/ia/marshalltown/b-and-g-hvac"
"Bates Heating & Cooling","SIGOURNEY","Iowa","52591-1739","718 RINGGOLD ST
SIGOURNEY, Iowa 52591-1739","641-622-3444","","https://www.lennox.com/locate/dealer/ia/sigourney/bates-htg-and-cooling"
